,,Date,Year,Month,Day,Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Size,"Suppressed 
by","Suppressing 
Agency",Facility Identification,Other Companies,Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Date,Time,Suspected Initiating Event,"Equipment /Facility 
Failure","Contact From 
Object","Facility 
Contacted",Contributing Factor,Notes,EIR Number
890,PG&E,7/27/2020,2020,7,27,6:15,38.210737,-122.204349,Other,Herbaceous,10 - 100 Acres,Cal Fire,N.A.,Circuit ID: 042301101,N,"12,000",Conductor - Primary,Overhead,Y,7/27/2020,5:51,Weather,Conductor failure-all,N.A.,N.A.,Weather,High Winds,
883,PG&E,7/27/2020,2020,7,27,19:46,39.185929,-122.9776489,Other,Agriculture,3 meters - 0.25 Acres,Customer,N.A.,Circuit ID: 042871101,Y,750,Conductor - Secondary,Overhead,Y,7/28/2020,0:15,Equipment - PG&E,#N/A,N.A.,N.A.,N.A.,,
882,PG&E,7/27/2020,2020,7,27,15:32,39.09445,-123.17856,Vegetation,Hardwood Forest,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 042771114, SAP ID: 102198207",Y,"12,000",Conductor - Primary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
880,PG&E,7/26/2020,2020,7,26,17:51,38.195024,-120.680578,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,San Andreas FD,Pole ID: 101250046,Y,750,Crossarm,Overhead,Y,7/26/2020,17:47,Equipment - PG&E,Crossarm failure,N.A.,N.A.,N.A.,,
877,PG&E,7/26/2020,2020,7,26,12:37,37.36763,-120.59023,Vegetation,Agriculture,0.25 - 10 Acres,Fire Agency,Merced County FD,SAP Equipment: 40784244; Tower: 013/095,N,"115,000",Conductor - Transmission,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Balloon,Conductor - Transmission,N.A.,,
1599,PG&E,7/25/2020,2020,7,25,21:25,40.1613,-122.2975,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103541103,N,750,Conductor - Secondary,Overhead,Y,7/25/2020,21:10,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
875,PG&E,7/25/2020,2020,7,25,9:15,35.33821,-119.06125,Other,Agriculture,1 meter - < 3 meters,Fire Agency,Bakersfield FD,Circuit ID: 254072111 Switch: 11005,N,"21,000",Switch,Underground,Y,7/25/2020,8:21,Equipment - PG&E,Switch failure,N.A.,N.A.,N.A.,,EI200724B
874,PG&E,7/24/2020,2020,7,24,18:05,39.1312,-123.1662,Other,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 042771114, SAP ID: 102177888",Y,"12,000",Transformer,Overhead,N,N.A.,N.A.,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
868,PG&E,7/23/2020,2020,7,23,6:04,38.379824,-120.985995,Other,Hardwood Woodland,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 163881101,Y,"12,000",Conductor - Primary,Overhead,Y,7/23/2020,5:56,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
866,PG&E,7/22/2020,2020,7,22,13:14,36.18901,-119.56336,Other,Herbaceous,3 meters - 0.25 Acres,Customer,N.A.,Capacitor: 5C,N,"12,000",Capacitor Bank,Overhead,Y,7/22/2020,13:05,Contact from object,N.A.,Animal,Capacitor Bank,N.A.,,
865,PG&E,7/22/2020,2020,7,22,11:42,38.954865,-121.35792,Other,Urban,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 152811104 ,N,"12,000",Conductor - Primary,Overhead,Y,7/22/2020,11:20,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
864,PG&E,7/22/2020,2020,7,22,11:30,37.9447147,-120.8435226,Other,Urban,10 - 100 Acres,Fire Agency,Modesto FD,"Circuit ID: 162981703, SAP ID: 103180643",N,"17,000",Pole,Overhead,Y,7/22/2020,11:27,Contact from object,N.A.,Vehicle,Pole,N.A.,,
863,PG&E,7/20/2020,2020,7,20,10:57,37.914947,-121.37623,Other,Agriculture,3 meters - 0.25 Acres,Unknown,Unknown - Unprotected Area of San Joaquin County,Pole ID: 102064223,Y,"12,000",Pole,Overhead,Y,7/20/2020,11:08,Contact from object,N.A.,Vehicle,Pole,N.A.,,
853,PG&E,7/20/2020,2020,7,20,3:52,37.899172,-122.235906,Vegetation,Rural,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 013801101, Pole ID's: 103634689 & 103634684 ",N,"12,000",Conductor - Primary,Overhead,Y,7/20/2020,3:48,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
855,PG&E,7/19/2020,2020,7,19,10:05,39.08988,-121.13632,Other,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,Cal Fire/Higgins FD,"Drum-Rio Oso #1 115kV Conductor, Tower: 023/176",N,"115,000",Conductor - Transmission,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Animal,Conductor - Transmission,N.A.,,
851,PG&E,7/19/2020,2020,7,19,16:00,36.520052,-121.831799,Vegetation,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 182291101,Y,"12,000",Conductor - Primary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
848,PG&E,7/19/2020,2020,7,19,10:28,37.0293041,-119.5068587,Other,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,CGC: 418523261789 ,N,"12,000",Bushing Mounted Cutout,Overhead,Y,7/19/2020,10:06,Contact from object,N.A.,Animal,Bushing Mounted Cutout,N.A.,,
847,PG&E,7/19/2020,2020,7,19,0:56,37.72113,-122.134123,Other,Urban,3 meters - 0.25 Acres,Fire Agency,San Leandro FD,Circuit ID: 013111114 Transformer: 315277144877,Y,750,Riser,Underground,Y,7/19/2020,0:53,Equipment - PG&E,Riser Failure,N.A.,N.A.,N.A.,,
871,PG&E,7/18/2020,2020,7,18,19:47,39.55336,-122.18504,Vegetation,Herbaceous,1 meter - < 3 meters,Self Extinguished,N.A.,Structure 017/375,N,"60,000",Conductor - Transmission,Overhead,Y,7/18/2020,19:47,Contact from object,N.A.,Animal,Conductor - Transmission,N.A.,,
838,PG&E,7/17/2020,2020,7,17,10:21,39.7829267,-121.86967,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Pole ID: 100436662,Y,"12,000",Pole,Overhead,Y,7/17/2020,10:16,Contact from object,N.A.,Vehicle,Pole,N.A.,,
833,PG&E,7/16/2020,2020,7,16,21:30,38.210155,-122.1440667,Other,Urban,0.25 - 10 Acres,Fire Agency,Cordelia FD,Circuit: 063801102,N,"12,000",Conductor - Primary,Overhead,Y,7/16/2020,21:18,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
832,PG&E,7/16/2020,2020,7,16,17:41,37.635924,-121.572955,Other,Rural,100+ Acres,Cal Fire,N.A.,Circuit ID: 163091101,Y,"12,000",Conductor - Primary,Overhead,Y,7/16/2020,17:12,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
825,PG&E,7/15/2020,2020,7,15,15:18,37.422309,-119.96126,Vegetation,Rural,10 - 100 Acres,Cal Fire,N.A.,"Circuit: 254452102, Pole ID: 101065690",N,"21,000",Conductor - Primary,Overhead,Y,7/15/2020,15:16,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,EI200715A
823,PG&E,7/15/2020,2020,7,15,6:59,37.74174158,-121.5258358,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,Tracy FD,Pole ID: 102063891,N,"12,000",Pole,Overhead,Y,7/15/2020,6:45,Contact from object,N.A.,Vehicle,Pole,N.A.,,
822,PG&E,7/14/2020,2020,7,14,15:59,38.37673,-120.865131,Other,Rural,3 meters - 0.25 Acres,Cal Fire,N.A.,"Pole ID: 101238524, CGC: 223257026085",Y,"12,000",Transformer,Overhead,N,N.A.,N.A.,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
820,PG&E,7/14/2020,2020,7,14,11:39,37.299121,-121.964256,Other,Urban,1 meter - < 3 meters,Customer,N.A.,Circuit ID: 083371111,Y,"12,000",Conductor - Secondary,Overhead,Y,7/14/2020,11:37,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
813,PG&E,7/12/2020,2020,7,12,21:35,37.23453208,-121.9310661,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Santa Clara FD,Pole ID: 103449878,Y,750,Service Connector,Overhead,Y,7/12/2020,21:11,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
812,PG&E,7/12/2020,2020,7,12,18:09,38.254344,-122.161152,Other,Urban,1 meter - < 3 meters,Cal Fire,N.A.,Circuit ID: 063801102,Y,"12,000",Conductor - Primary,Overhead,Y,7/12/2020,18:08,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
810,PG&E,7/12/2020,2020,7,12,13:33,40.144813,-123.982362,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Cal Fire,PG&E Employee/Cal Fire,Circuit ID: 192221102 ,Y,"12,000",Conductor - Primary,Overhead,Y,7/12/2020,14:50,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
809,PG&E,7/12/2020,2020,7,12,4:44,40.4178,-122.24943,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Cottonwood FD,58/524,N,"230,000",Insulator,Overhead,Y,7/12/2020,3:16,Equipment - PG&E,Insulator,N.A.,N.A.,N.A.,,
806,PG&E,7/11/2020,2020,7,11,19:58,37.193698,-119.495463,Vegetation,Rural,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 252521103 Pole ID: 103811464,Y,"12,000",Conductor - Primary,Overhead,Y,7/11/2020,20:03,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
803,PG&E,7/11/2020,2020,7,11,19:32,38.88482,-120.99611,Other,Rural,1 meter - < 3 meters,Fire Agency,Placer County FD,Circuit ID: 152282101 Pole ID: 100049376,Y,"21,000",Insulator,Overhead,Y,7/11/2020,19:23,Contact from object,N.A.,Animal,Insulator,N.A.,,
800,PG&E,7/11/2020,2020,7,11,9:34,35.670979,-120.737064,Other,Agriculture,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID:182611103 ,N,"12,000",Conductor - Primary,Overhead,Y,7/11/2020,7:59,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
816,PG&E,7/10/2020,2020,7,10,6:08,38.1334,-122.253575,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Vallejo FD,"Circuit ID:042651106 ,CGC:219273916999",Y,"12,000",Conductor - Primary,Overhead,Y,7/10/2020,5:51,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
799,PG&E,7/10/2020,2020,7,10,20:36,38.80874,-121.45134,Other,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 152151103, SAP ID: 100085734, 41361151",Y,"12,000",Conductor - Primary,Overhead,Y,7/10/2020,20:33,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
796,PG&E,7/10/2020,2020,7,10,0:43,39.1721,-123.7452,Other,Rural,1 meter - < 3 meters,Cal Fire,N.A.,Regulator: R599,N,"12,000",Voltage Regulator,Overhead,N,N.A.,N.A.,Equipment - PG&E,Voltage Regulator failure,N.A.,N.A.,N.A.,,
795,PG&E,7/9/2020,2020,7,9,19:25,38.4025117,-121.9055,Other,Agriculture,0.25 - 10 Acres,Fire Agency,Vacaville FD,Circuit ID: 063591103,Y,"12,000",Conductor - Primary,Overhead,Y,7/9/2020,19:06,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
794,PG&E,7/9/2020,2020,7,9,15:36,37.299138,-122.013923,Other,Urban,1 meter - < 3 meters,Fire Agency,Cupertino FD,Circuit ID: 083371113,Y,"12,000",Conductor - Primary,Overhead,Y,7/9/2020,15:32,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
792,PG&E,7/9/2020,2020,7,9,13:11,40.5411,-124.064,Other,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,CircuitID: 192291121 ,Y,"12,000",Automatic Wire Splice,Overhead,Y,7/9/2020,13:06,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
791,PG&E,7/9/2020,2020,7,9,9:38,39.70471,-121.83509,Other,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 103081107, SAP ID: 100345462",Y,"12,000",Conductor - Primary,Overhead,Y,7/9/2020,9:28,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
790,PG&E,7/9/2020,2020,7,9,4:11,38.0901883,-121.1817417,Other,Agriculture,1 meter - < 3 meters,Fire Agency,Lockeford FD,"Circuit ID: 163151101, Fuse: 4579",Y,"12,000",Fuse,Overhead,Y,7/9/2020,4:17,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,
789,PG&E,7/8/2020,2020,7,8,7:14,37.559927,-120.323418,Other,Rural,3 meters - 0.25 Acres,Utility - PG&E,PG&E Employee,Transmission pole: 011/002 Circuit: Merced Falls - Exchequer - 70kv,N,"70,000",Conductor - Primary,Overhead,Y,7/8/2020,7:14,Contact from object,N.A.,Other,Conductor - Primary,Human Error,Contractor operating excavator caused boom to make contact with tranmission line.,
786,PG&E,7/7/2020,2020,7,7,23:16,36.530965,-119.4304317,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Tulare County FD,Circuit ID:254091104,Y,"12,000",Conductor - Primary,Overhead,Y,7/7/2020,23:07,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
775,PG&E,7/6/2020,2020,7,6,23:11,38.911114,-121.103445,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 152461103,Y,"12,000",Conductor - Primary,Overhead,Y,7/6/2020,23:01,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
773,PG&E,7/6/2020,2020,7,6,23:08,35.64742,-120.5610983,Other,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 183052109, Circuit: Templeton 2109, Pole ID: 103117171, WIP Object ID: 2310819",Y,"21,000",Pole,Overhead,Y,7/6/2020,22:57,Contact from object,N.A.,Vehicle,Pole,N.A.,,
771,PG&E,7/6/2020,2020,7,6,21:34,40.6125467,-122.494245,Other,Urban,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 103451101 Pole ID:103971310,Y,"12,000",Service Drop,Overhead,Y,7/6/2020,21:33,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,EI200706A
742,PG&E,7/5/2020,2020,7,5,17:20,38.893614,-122.741125,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 043311102,N,"12,000",Conductor - Primary,Overhead,Y,7/5/2020,17:14,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
732,PG&E,7/5/2020,2020,7,5,12:15,35.56474,-120.2636,Other,Agriculture,10 - 100 Acres,Cal Fire,N.A.," Circuit ID: 182561101, SAP ID: 101907847, CGC: 513268775882",Y,"21,000",Transformer,Overhead,Y,7/5/2020,12:04,Contact from object,N.A.,Animal,Transformer,N.A.,,
1792,PG&E,7/5/2020,2020,7,5,10:45,37.52289,-122.34839,Vegetation,Urban,Unknown,Unknown,N.A.,100302414,Y,"12,000",Transformer,Overhead,N,N.A.,N.A.,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,"Unknown whether meets reportability threshold, but confirmed to be attributable to PG&E.",
1598,PG&E,7/3/2020,2020,7,3,2:10,39.762164,-121.881948,Vegetation,Urban,3 meters - 0.25 Acres,Unknown,N.A.,"Circuit ID: 103071106, SAP ID: 100350713, 100438637",Y,"12,000",Conductor - Primary,Overhead,Y,7/3/2020,2:01,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
755,PG&E,7/3/2020,2020,7,3,5:33,38.463,-121.14125,Other,Rural,10 - 100 Acres,Cal Fire,Cal Fire/Sac Metro/Wilton FD,"Towers: 49/303, 49/304, Circuit: Gold Hill-Bellota-Lockeford ",N,"115,000",Conductor - Primary,Overhead,Y,7/3/2020,5:33,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
716,PG&E,7/3/2020,2020,7,3,23:32,37.7882683,-120.7877117,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 163711701, SAP ID: 103768910",Y,"17,000",Pole,Overhead,Y,7/3/2020,23:23,Contact from object,N.A.,Vehicle,Pole,N.A.,,
715,PG&E,7/3/2020,2020,7,3,19:21,34.82076,-120.28871,Other,Barren/Other,0.25 - 10 Acres,Fire Agency,Santa Barbara County FD,"Circuit ID: 183031101, SAP ID: 101859251, 101859253",Y,"12,000",Pole,Overhead,Y,7/3/2020,19:26,Contact from object,N.A.,Vehicle,Pole,N.A.,,
713,PG&E,7/3/2020,2020,7,3,6:18,39.7403833,-122.2091517,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Orland FD,Pole ID: 100367889,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,7/3/2020,6:14,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
1597,PG&E,7/2/2020,2020,7,2,9:00,40.3396,-123.8706,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Self Extinguished,N.A.,Circuit ID: 192311141,Y,"12,000",Conductor - Primary,Overhead,Y,7/2/2020,10:01,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
706,PG&E,7/1/2020,2020,7,1,6:19,35.635034,-118.967045,Other,Herbaceous,3 meters - 0.25 Acres,Self Extinguished,N.A.,Circuit ID: 253642101 ,N,"21,000",Conductor - Primary,Overhead,Y,7/1/2020,6:04,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
1796,PG&E,6/30/2020,2020,6,30,16:24,38.08417,-121.151319,Vegetation,Agriculture,0.25 - 10 Acres,Fire Agency,LINDEN AND PETERS FD,102102126,Unknown,"21,000",Transformer,Overhead,Y,6/30/2020,16:17,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
703,PG&E,6/30/2020,2020,6,30,1:38,37.961997,-121.329697,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Stockton FD,Circuit ID: 163071102,N,"12,000",Conductor - Primary,Overhead,Y,6/30/2020,1:30,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
701,PG&E,6/29/2020,2020,6,29,19:58,37.597599,-122.035037,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Alameda County FD,"Pole ID:103775406, CB: TV464",Y,"12,000",Capacitor Bank,Overhead,Y,6/29/2020,19:55,Equipment - PG&E,Capacitor bank failure,N.A.,N.A.,N.A.,,
700,PG&E,6/29/2020,2020,6,29,18:20,38.154761,-121.722861,Other,Agriculture,0.25 - 10 Acres,Fire Agency,Montezuma FD,"Circuit ID: 063642107, SAP: 101566838, 101566843",Y,"12,000",Conductor - Primary,Overhead,Y,6/29/2020,18:13,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
696,PG&E,6/29/2020,2020,6,29,11:19,37.34796,-119.714926,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 254421101,Y,"12,000",Conductor - Primary,Overhead,Y,6/29/2020,11:30,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
695,PG&E,6/29/2020,2020,6,29,9:56,39.897126,-122.18162,Vegetation,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103331103,Y,"12,000",Conductor - Primary,Overhead,Y,6/29/2020,9:34,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
694,PG&E,6/29/2020,2020,6,29,6:21,38.3107033,-121.8689617,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Vacaville FD,Circuit ID: 063642105,N,"12,000",Conductor - Primary,Overhead,Y,6/29/2020,6:19,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
693,PG&E,6/28/2020,2020,6,28,17:35,36.007244,-120.121964,Other,Agriculture,0.25 - 10 Acres,Fire Agency,Avenal FD,Circuit ID: 255002101,Y,"21,000",Jumper,Overhead,Y,6/28/2020,17:33,Contact from object,N.A.,Animal,Jumper,N.A.,,
692,PG&E,6/28/2020,2020,6,28,15:32,41.043503,-124.107627,Vegetation,Conifer Forest,1 meter - < 3 meters,Cal Fire,N.A.,Circuit ID: 192231101,Y,"12,000",Conductor - Primary,Overhead,Y,6/28/2020,16:37,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
686,PG&E,6/28/2020,2020,6,28,7:58,38.75828,-121.497725,Other,Agriculture,0.25 - 10 Acres,Fire Agency,Pleasant Grove FD,Transformer: 221435739785,Y,"12,000",Transformer,Overhead,Y,6/28/2020,7:51,Contact from object,N.A.,Animal,Transformer,N.A.,,
685,PG&E,6/27/2020,2020,6,27,17:23,35.379523,-118.957318,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Bakersfield FD,Circuit ID: 252771106,Y,750,Conductor - Secondary,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
684,PG&E,6/27/2020,2020,6,27,15:41,37.6985,-122.0206,Other,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 014091110,Y,"12,000",Conductor - Primary,Overhead,Y,6/27/2020,15:28,Contact from object,N.A.,Other,Conductor - Primary,Outside Force,Third party drone flew into primary circuit.,
683,PG&E,6/27/2020,2020,6,27,15:01,39.775805,-121.8583533,Other,Urban,0.25 - 10 Acres,Fire Agency,Chico FD,Capacitor:320 Circuit: Sycamore Creek 1111,Y,"12,000",Fuse,Overhead,Y,6/27/2020,15:24,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,
682,PG&E,6/27/2020,2020,6,27,14:07,36.2746867,-119.798665,Vegetation,Agriculture,10 - 100 Acres,Fire Agency,Kings County FD/Lemoore FD,214C,Y,"12,000",Capacitor Bank,Overhead,Y,6/27/2020,14:01,Equipment - PG&E,Capacitor bank failure,N.A.,N.A.,N.A.,,
681,PG&E,6/27/2020,2020,6,27,6:47,39.25771123,-121.1829745,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Pole ID: 100007177,Y,"21,000",Insulator,Overhead,Y,6/27/2020,6:34,Contact from object,N.A.,Animal,Insulator,N.A.,,
680,PG&E,6/27/2020,2020,6,27,5:56,38.30036,-122.7435,Other,Rural,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 042271103 Pole ID: 101991222,Y,"12,000",Insulator,Overhead,Y,6/27/2020,3:34,Equipment - PG&E,Insulator failure,N.A.,N.A.,N.A.,,
679,PG&E,6/27/2020,2020,6,27,3:56,38.2579733,-122.78168,Other,Rural,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit: 042631108 Pole ID:102008157,Y,"12,000",Insulator,Overhead,N,N.A.,N.A.,Equipment - PG&E,Insulator,N.A.,N.A.,N.A.,,
472,PG&E,6/27/2020,2020,6,27,2:21,38.71555609,-122.0470593,Other,Agriculture,1 meter - < 3 meters,Unknown,N.A.,Pole ID: 101604307,Y,"21,000",Pole,Overhead,Y,6/27/2020,2:15,Contact from object,N.A.,Vehicle,Pole,N.A.,,
676,PG&E,6/26/2020,2020,6,26,17:53,36.7854581,-119.7751597,Other,Urban,1 meter - < 3 meters,Fire Agency,Fresno FD,Circuit ID:253921102,Y,"12,000",Conductor - Secondary,Overhead,Y,6/26/2020,17:45,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
675,PG&E,6/26/2020,2020,6,26,17:14,40.887,-122.369235,Other,Urban,0.25 - 10 Acres,Fire Agency,US Forest Service,Circuit ID: 103271101,Y,"12,000",Conductor - Primary,Overhead,Y,6/26/2020,17:23,Contact from object,N.A.,Other,Conductor - Primary,Human Error,Gun shot,
672,PG&E,6/26/2020,2020,6,26,5:57,40.020901,-122.447813,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Cal Fire,N.A.,CGC 118749325087 ,N,"12,000",Transformer,Overhead,N,N.A.,N.A.,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
668,PG&E,6/25/2020,2020,6,25,15:05,37.94053,-122.05242,Other,Urban,3 meters - 0.25 Acres,Self Extinguished,N.A.,Circuit ID: 014302103,Y,"21,000",Splice/Clamp/Connector,Overhead,Y,6/25/2020,15:01,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
666,PG&E,6/25/2020,2020,6,25,0:40,36.787267,-119.771273,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Fresno FD,Pole ID: 100867001,Y,"12,000",Pothead,Overhead,Y,6/25/2020,0:32,Equipment - PG&E,Riser Failure,N.A.,N.A.,N.A.,,
1799,PG&E,6/24/2020,2020,6,24,0:37,36.2092,-120.301469,Other,Desert Shrub,1 meter - < 3 meters,Unknown,N.A.,252381106,Unknown,"12,000",Conductor - All,Overhead,Y,6/23/2020,23:49,Contact from object,N.A.,Vehicle,Conductor - All,N.A.,,
674,PG&E,6/24/2020,2020,6,24,23:48,38.018629,-121.607901,Other,Agriculture,3 meters - 0.25 Acres,Utility - PG&E,PG&E Employee,Circuit ID: 014592112,Y,"21,000",Conductor - Secondary,Overhead,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
661,PG&E,6/24/2020,2020,6,24,11:38,39.26516888,-121.5460465,Other,Agriculture,1 meter - < 3 meters,Self Extinguished,N.A.,"Circuit ID: 103211102, SAP Eqp ID: 44667592",N,"12,000",Voltage Regulator,Overhead,Y,6/24/2020,11:33,Contact from object,N.A.,Animal,Voltage Regulator,N.A.,,
658,PG&E,6/23/2020,2020,6,23,20:48,39.213322,-121.206518,Vegetation,Hardwood Forest,1 meter - < 3 meters,Fire Agency,Penn Valley FD,Circuit ID: 153132105,Y,"21,000",Conductor - Secondary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
657,PG&E,6/23/2020,2020,6,23,20:47,37.22708,-119.67333,Other,Rural,3 meters - 0.25 Acres,Customer,N.A.,Circuit ID: 254432102,N,"21,000",Splice/Clamp/Connector,Overhead,Y,6/23/2020,20:33,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
656,PG&E,6/23/2020,2020,6,23,20:12,39.052373,-121.037117,Vegetation,Rural,1 meter - < 3 meters,Cal Fire,N.A.,Circuit ID: 152691110,Y,"12,000",Conductor - Primary,Overhead,Y,6/23/2020,19:50,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
655,PG&E,6/23/2020,2020,6,23,16:24,40.488084,-122.538387,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103401101,N,"12,000",Conductor - Primary,Overhead,Y,6/23/2020,16:19,Contact from object,N.A.,Other,Conductor - Primary,Human Error,Clearance issue with street light instalation.,
653,PG&E,6/23/2020,2020,6,23,13:00,36.68389777,-119.7370688,Vegetation,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 254251108,N,"12,000",Conductor - Primary,Overhead,Y,6/23/2020,12:38,Contact from object,N.A.,Other,Conductor - Primary,Weather,Gusty winds caused material from recycling yard to make contact with primary circuit.,
